0.100,3.670,0.852,0.390,0.553,0.352,0.553,
0.580,5.590,0.861,2.520,0.760,2.369,0.767,
1.060,8.460,0.873,5.620,0.829,5.380,0.833,
1.540,12.390,0.891,9.720,0.870,9.445,0.872,
2.020,18.400,0.889,15.860,0.876,15.653,0.877,
2.500,25.980,0.895,23.550,0.887,23.484,0.888,
