0.100,1.460,0.904,0.290,0.659,0.293,0.659,
0.580,4.790,0.908,3.620,0.882,3.663,0.882,
1.060,15.230,0.909,14.060,0.902,14.226,0.902,
1.540,35.570,0.930,34.400,0.928,34.807,0.928,
2.020,53.290,0.947,52.130,0.946,52.737,0.946,
2.500,64.500,0.955,63.350,0.955,64.080,0.955,
