0.100,3.880,0.847,0.440,0.551,0.404,0.554,
0.580,5.560,0.859,2.340,0.756,2.166,0.762,
1.060,7.990,0.877,5.080,0.829,4.746,0.833,
1.540,11.970,0.880,9.220,0.854,8.859,0.855,
2.020,17.600,0.889,14.960,0.875,14.662,0.876,
2.500,24.350,0.900,21.790,0.892,21.656,0.892,
