0.100,3.610,0.886,0.300,0.577,0.290,0.585,
0.580,4.940,0.897,1.780,0.787,1.676,0.796,
1.060,7.020,0.897,3.950,0.847,3.817,0.848,
1.540,9.900,0.909,6.970,0.885,6.796,0.888,
2.020,14.320,0.915,11.530,0.902,11.369,0.904,
2.500,19.930,0.923,17.280,0.915,17.182,0.916,
